原文	填写中文
Beyond the Limits Chip 3	超越極限晶片 3
Beyond the Limits Chip 5	超越極限晶片 5
Beyond the Limits Chip 7	超越極限晶片 7
Beyond the Limits Chip 9	超越極限晶片 9
Balanced Chip 3	平衡晶片 3
Balanced Chip 5	平衡晶片 5
Balanced Chip 7	平衡晶片 7
Balanced Chip 9	平衡晶片 9
Guts Screen Cluster 3	勇氣螢幕叢集 3
Guts Screen Cluster 5	勇氣螢幕叢集 5
Guts Screen Cluster 7	勇氣螢幕叢集 7
Guts Screen Cluster 9	勇氣螢幕叢集 9
Battle Accelerate Chip 3	戰鬥加速晶片 3
Battle Accelerate Chip 5	戰鬥加速晶片 5
Battle Accelerate Chip 7	戰鬥加速晶片 7
Battle Accelerate Chip 9	戰鬥加速晶片 9
Stable Combat Chip 3	穩定戰鬥晶片 3
Stable Combat Chip 5	穩定戰鬥晶片 5
Stable Combat Chip 7	穩定戰鬥晶片 7
Stable Combat Chip 9	穩定戰鬥晶片 9
Euler Attack by Cluster 3	歐拉攻擊叢集 3
Euler Attack by Cluster 5	歐拉攻擊叢集 5
Euler Attack by Cluster 7	歐拉攻擊叢集 7
Euler Attack by Cluster 9	歐拉攻擊叢集 9
Euler Defense Cluster 3	歐拉防禦叢集 3
Euler Defense Cluster 5	歐拉防禦叢集 5
Euler Defense Cluster 7	歐拉防禦叢集 7
Euler Defense Cluster 9	歐拉防禦叢集 9
P Mining Gloves L	P 採礦手套 L
P Mountaineering Gloves L	P 登山手套 L
P Thermal Gloves L	P 保溫手套 L
P Mechanic Gloves L	P 機械手套 L
P Guardian Gloves L	P 守護手套 L
P Snail Gloves L	P 蝸牛手套 L
P Buffered Gloves L	P 緩衝手套 L
P Limited Alpha Gloves L	P 限定 Alpha 手套 L
P Jet Turbine Gauntlets L	P 噴射渦輪護手 L
Mining Gloves L	採礦手套 L
Mountaineering Gloves L	登山手套 L
Mechanic Gloves L	機械手套 L
Guardian Gloves L	守護手套 L
Buffered Gloves L	緩衝手套 L
Limited Alpha Gloves L	限定 Alpha 手套 L
E Mining Gloves L	E 採礦手套 L
E Mountaineering Gloves L	E 登山手套 L
E Thermal Gloves L	E 保溫手套 L
E Mechanic Gloves L	E 機械手套 L
E Guardian Gloves L	E 守護手套 L
E Snail Gloves L	E 蝸牛手套 L
E Buffered Gloves L	E 緩衝手套 L
E Jet Turbine Gauntlets L	E 噴射渦輪護手 L
P Short Mining Gauntlets L	P 短採礦護手 L
P Short Mountaineering Gauntlets L	P 短登山護手 L
P Construction Site Gauntlets L	P 工地護手 L
P Blood Gauntlets L	P 血護手 L
P Insect Exoskeleton Gauntlets L	P 昆蟲外殼護手 L
P Karinga Warrior Gauntlets L	P 卡林加戰士護手 L
P Limited Beta Gauntlets L	P 限定 Beta 護手 L
P Turbo Speed Gauntlets L	P 渦輪速度護手 L
Short Mining Gauntlets L	短採礦護手 L
Construction Site Gauntlets L	工地護手 L
Blood Gauntlets L	血護手 L
Insect Exoskeleton Gauntlets L	昆蟲外殼護手 L
Karinga Warrior Gauntlets L	卡林加戰士護手 L
Limited Beta Gauntlets L	限定 Beta 護手 L
E Short Mountaineering Gauntlets L	E 短登山護手 L
E Construction Site Gauntlets L	E 工地護手 L
E Blood Gauntlets L	E 血護手 L
E Karinga Warrior Gauntlets L	E 卡林加戰士護手 L
E Karinga Gauntlets L	E 卡林加護手 L
E Limited Beta Gauntlets L	E 限定 Beta 護手 L
E Turbo Speed Gauntlets L	E 渦輪速度護手 L
